time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipAccumulation
2018-09-20 00:00:00,Overcast,cloudy,0.0276,0.06,rain,18.26,18.26,14.94,0.81,1014.5,5.55,11.12,229,0.93,0,16.093,291.0,
2018-09-20 01:00:00,Overcast,cloudy,0.0262,0.06,rain,17.95,17.95,14.85,0.82,1014.5,5.17,10.22,214,0.9,0,16.093,292.2,
2018-09-20 02:00:00,Overcast,cloudy,0.0254,0.07,rain,18.0,18.01,15.01,0.83,1014.2,5.45,10.79,214,0.92,0,16.093,292.2,
2018-09-20 03:00:00,Overcast,cloudy,0.0253,0.07,rain,18.12,18.16,15.18,0.83,1013.8,5.98,11.83,216,0.96,0,16.093,292.0,
2018-09-20 04:00:00,Overcast,cloudy,0.025,0.07,rain,18.25,18.3,15.29,0.83,1013.4,6.34,12.59,217,0.98,0,16.093,292.0,
2018-09-20 05:00:00,Overcast,cloudy,0.0175,0.06,rain,18.2,18.25,15.25,0.83,1013.2,6.48,12.8,217,0.98,0,16.093,292.4,
2018-09-20 06:00:00,Overcast,cloudy,0.0094,0.06,rain,18.1,18.14,15.16,0.83,1013.0,6.49,12.72,216,0.98,0,16.093,292.7,
2018-09-20 07:00:00,Overcast,cloudy,0.0069,0.06,rain,18.1,18.13,15.12,0.83,1012.7,6.15,12.31,213,0.97,0,16.093,293.5,
2018-09-20 08:00:00,Overcast,cloudy,0.0,0.0,,18.17,18.19,15.03,0.82,1012.7,6.41,12.22,214,0.98,0,16.093,293.7,
2018-09-20 09:00:00,Overcast,cloudy,0.0072,0.08,rain,18.46,18.46,15.02,0.8,1012.6,6.79,12.08,217,0.98,1,16.093,293.8,
2018-09-20 10:00:00,Overcast,cloudy,0.0147,0.08,rain,18.7,18.7,14.88,0.79,1012.4,7.18,12.12,219,0.99,2,16.093,293.5,
2018-09-20 11:00:00,Overcast,cloudy,0.0189,0.08,rain,18.86,18.86,14.8,0.77,1012.1,7.45,12.09,217,0.99,2,16.093,292.4,
2018-09-20 12:00:00,Overcast,cloudy,0.022,0.07,rain,18.98,18.98,14.56,0.76,1011.7,7.77,12.22,216,0.99,3,16.093,290.8,
2018-09-20 13:00:00,Overcast,cloudy,0.0226,0.06,rain,19.45,19.45,14.49,0.73,1011.3,7.67,12.93,207,0.99,3,16.093,285.0,
2018-09-20 14:00:00,Overcast,cloudy,0.0141,0.05,rain,19.89,19.89,14.19,0.7,1010.6,8.33,14.14,209,0.99,3,16.093,284.3,
2018-09-20 15:00:00,Overcast,cloudy,0.0,0.0,,20.34,20.34,13.83,0.66,1009.8,9.18,15.74,212,0.99,2,16.093,284.4,
2018-09-20 16:00:00,Overcast,cloudy,0.0,0.0,,20.46,20.46,13.79,0.66,1008.9,9.74,16.94,215,0.99,1,16.093,284.6,
2018-09-20 17:00:00,Overcast,cloudy,0.0,0.0,,20.73,20.73,13.83,0.65,1007.9,9.88,17.39,215,0.98,1,16.093,284.6,
2018-09-20 18:00:00,Windy and Overcast,wind,0.0,0.0,,20.52,20.52,13.72,0.65,1007.0,9.85,17.47,214,0.97,0,16.093,284.7,
2018-09-20 19:00:00,Overcast,cloudy,0.0102,0.07,rain,20.26,20.26,13.48,0.65,1006.1,8.91,16.28,211,0.96,0,16.093,288.3,
2018-09-20 20:00:00,Overcast,cloudy,0.0084,0.09,rain,20.01,20.01,13.49,0.66,1005.1,9.43,16.8,211,0.95,0,16.093,288.5,
2018-09-20 21:00:00,Windy and Overcast,wind,0.0076,0.11,rain,19.8,19.8,13.6,0.67,1004.1,10.07,17.74,213,0.97,0,16.093,288.4,
2018-09-20 22:00:00,Windy and Overcast,wind,0.0249,0.17,rain,19.54,19.54,13.79,0.69,1002.9,10.58,18.81,213,0.99,0,16.093,288.4,
2018-09-20 23:00:00,Possible Drizzle and Windy,rain,0.2339,0.42,rain,19.13,19.13,14.69,0.75,1001.2,11.38,20.16,210,0.98,0,16.093,288.1,
2018-09-21 00:00:00,Light Rain and Dangerously Windy,rain,0.8658,0.66,rain,18.56,18.64,15.63,0.83,999.6,12.15,21.86,207,0.99,0,16.093,287.9,
2018-09-21 01:00:00,Light Rain and Dangerously Windy,rain,1.4208,0.65,rain,18.75,18.87,15.98,0.84,998.0,11.41,23.37,195,0.99,0,5.015,291.1,
2018-09-21 02:00:00,Possible Light Rain and Dangerously Windy,rain,1.0686,0.55,rain,17.59,17.61,14.93,0.84,998.0,10.88,21.93,223,0.99,0,4.803,294.9,
2018-09-21 03:00:00,Possible Light Rain and Windy,rain,0.5739,0.42,rain,16.02,16.02,12.81,0.81,998.7,10.12,19.31,260,0.99,0,7.419,299.7,
2018-09-21 04:00:00,Possible Drizzle,rain,0.3949,0.32,rain,14.6,14.6,10.76,0.78,999.9,9.49,17.05,253,0.95,0,9.911,304.1,
2018-09-21 05:00:00,Mostly Cloudy,partly-cloudy-night,0.2223,0.25,rain,13.11,13.11,8.9,0.76,1001.5,8.97,15.99,150,0.85,0,11.423,306.9,
2018-09-21 06:00:00,Mostly Cloudy,partly-cloudy-night,0.0623,0.15,rain,11.72,11.72,7.27,0.74,1003.5,8.39,15.37,344,0.7,0,12.931,309.2,
2018-09-21 07:00:00,Partly Cloudy,partly-cloudy-day,0.009,0.05,rain,11.54,11.54,6.69,0.72,1005.2,6.01,12.33,271,0.54,0,16.093,311.2,
2018-09-21 08:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,11.41,11.41,6.0,0.69,1006.4,6.31,12.36,345,0.34,0,16.093,314.7,
2018-09-21 09:00:00,Clear,clear-day,0.0,0.0,,12.12,12.12,5.87,0.66,1006.8,7.19,13.2,157,0.15,1,16.093,318.4,
2018-09-21 10:00:00,Clear,clear-day,0.0,0.0,,12.97,12.97,5.87,0.62,1007.7,7.87,14.07,267,0.02,2,16.093,321.4,
2018-09-21 11:00:00,Clear,clear-day,0.0,0.0,,13.7,13.7,5.74,0.59,1008.4,8.37,14.9,269,0.03,3,16.093,323.3,
2018-09-21 12:00:00,Clear,clear-day,0.0,0.0,,14.43,14.43,5.46,0.55,1008.9,8.79,15.64,269,0.02,3,16.093,324.2,
2018-09-21 13:00:00,Clear,clear-day,0.0,0.0,,15.98,15.98,4.44,0.46,1009.0,8.37,15.38,247,0.05,4,16.093,324.4,
2018-09-21 14:00:00,Clear,clear-day,0.0,0.0,,16.31,16.31,4.63,0.46,1009.6,8.81,15.74,258,0.22,3,16.093,323.3,
2018-09-21 15:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,16.41,16.41,5.23,0.48,1010.3,9.53,16.01,264,0.44,2,16.093,321.3,
2018-09-21 16:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,15.8,15.8,5.67,0.51,1011.0,9.8,15.92,264,0.59,1,16.093,319.1,
2018-09-21 17:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,15.9,15.9,5.68,0.51,1011.8,9.13,15.04,205,0.57,1,16.093,316.9,
2018-09-21 18:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,15.58,15.58,5.33,0.51,1013.4,8.12,13.91,328,0.45,0,16.093,314.5,
2018-09-21 19:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,,15.14,15.14,5.36,0.52,1014.7,6.34,11.04,268,0.33,0,16.093,314.2,
2018-09-21 20:00:00,Clear,clear-night,0.0,0.0,,14.57,14.57,5.54,0.55,1015.7,5.75,10.22,265,0.22,0,16.093,311.1,
2018-09-21 21:00:00,Clear,clear-night,0.0,0.0,,13.99,13.99,5.89,0.58,1016.2,5.52,9.76,265,0.11,0,16.093,307.5,
2018-09-21 22:00:00,Clear,clear-night,0.0,0.0,,13.5,13.5,6.31,0.62,1017.1,5.28,9.48,265,0.06,0,16.093,304.1,
2018-09-21 23:00:00,Clear,clear-night,0.0,0.0,,13.13,13.13,6.72,0.65,1017.7,4.99,9.4,300,0.09,0,16.093,301.2,
2018-09-22 00:00:00,Clear,clear-night,0.0,0.0,,12.83,12.83,6.97,0.68,1018.2,4.75,9.51,221,0.18,0,16.093,298.5,
2018-09-22 01:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,,12.29,12.29,7.77,0.74,1018.5,4.05,9.04,240,0.32,0,16.093,296.7,
2018-09-22 02:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,,12.1,12.1,7.97,0.76,1018.7,3.99,8.96,248,0.54,0,16.093,293.7,
2018-09-22 03:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,12.0,12.0,8.05,0.77,1019.5,4.05,8.93,247,0.81,0,16.093,290.3,
2018-09-22 04:00:00,Overcast,cloudy,0.0,0.0,,11.93,11.93,8.12,0.78,1019.6,4.14,8.91,246,1.0,0,16.093,287.2,
2018-09-22 05:00:00,Overcast,cloudy,0.0055,0.06,rain,11.92,11.92,8.2,0.78,1019.7,4.14,8.96,247,1.0,0,16.093,284.7,
2018-09-22 06:00:00,Overcast,cloudy,0.02,0.07,rain,11.96,11.96,8.24,0.78,1019.6,4.08,9.03,248,1.0,0,16.093,282.6,
2018-09-22 07:00:00,Overcast,cloudy,0.042,0.1,rain,12.06,12.06,8.34,0.78,1019.6,3.55,7.27,248,1.0,0,9.685,280.0,
2018-09-22 08:00:00,Overcast,cloudy,0.0831,0.16,rain,12.23,12.23,8.28,0.77,1019.7,3.59,7.04,249,0.99,0,8.967,278.9,
2018-09-22 09:00:00,Overcast,cloudy,0.1432,0.23,rain,12.92,12.92,8.47,0.74,1020.0,3.67,6.94,250,1.0,1,9.871,278.4,
2018-09-22 10:00:00,Overcast,cloudy,0.192,0.18,rain,13.5,13.5,8.61,0.72,1020.1,3.68,6.6,250,1.0,2,10.736,277.6,
2018-09-22 11:00:00,Overcast,cloudy,0.1856,0.18,rain,13.88,13.88,8.38,0.69,1020.1,3.52,5.87,251,0.98,2,10.844,276.6,
2018-09-22 12:00:00,Overcast,cloudy,0.1496,0.19,rain,14.06,14.06,8.04,0.67,1020.1,3.22,4.96,249,0.99,3,10.895,275.5,
2018-09-22 13:00:00,Possible Drizzle,rain,0.1273,0.28,rain,12.43,12.43,8.02,0.74,1020.0,1.85,3.16,242,1.0,3,5.321,274.6,
2018-09-22 14:00:00,Possible Drizzle,rain,0.3235,0.38,rain,12.1,12.1,7.92,0.76,1019.3,1.82,3.0,220,0.99,3,4.268,273.4,
2018-09-22 15:00:00,Possible Light Rain,rain,0.8064,0.54,rain,11.71,11.71,7.78,0.77,1018.5,2.06,3.29,188,0.99,2,3.444,272.2,
2018-09-22 16:00:00,Possible Light Rain,rain,1.3159,0.6,rain,11.63,11.63,7.97,0.78,1017.5,2.37,3.79,160,0.98,1,3.424,271.3,
2018-09-22 17:00:00,Possible Light Rain,rain,1.531,0.6,rain,11.69,11.69,8.32,0.8,1016.5,2.7,4.57,140,0.99,1,3.907,270.8,
2018-09-22 18:00:00,Possible Light Rain,rain,1.5379,0.6,rain,11.65,11.65,8.57,0.81,1015.5,3.07,5.55,124,0.99,0,5.145,270.5,
2018-09-22 19:00:00,Possible Light Rain,rain,1.3949,0.61,rain,11.49,11.49,8.88,0.84,1014.9,3.33,6.15,102,0.99,0,16.093,268.9,
2018-09-22 20:00:00,Possible Light Rain,rain,1.0133,0.6,rain,11.63,11.63,9.39,0.86,1014.4,3.63,6.56,90,0.99,0,16.093,269.3,
2018-09-22 21:00:00,Possible Light Rain,rain,0.5734,0.42,rain,11.76,11.76,9.87,0.88,1014.0,3.89,6.8,81,0.99,0,16.093,270.0,
2018-09-22 22:00:00,Possible Drizzle,rain,0.2995,0.35,rain,11.87,11.87,10.16,0.89,1013.7,4.08,6.88,72,1.0,0,16.093,270.7,
2018-09-22 23:00:00,Possible Drizzle,rain,0.1701,0.28,rain,11.82,11.82,10.34,0.91,1013.5,3.96,6.69,65,1.0,0,16.093,271.0,
2018-09-23 00:00:00,Overcast,cloudy,0.0962,0.18,rain,11.81,11.81,10.48,0.92,1013.4,3.74,6.35,57,1.0,0,16.093,271.1,
2018-09-23 01:00:00,Overcast,cloudy,0.0627,0.15,rain,12.01,12.01,10.35,0.9,1014.1,2.75,5.43,41,1.0,0,16.093,272.2,
2018-09-23 02:00:00,Overcast,cloudy,0.0736,0.16,rain,11.89,11.89,10.18,0.89,1014.0,2.88,5.69,35,0.99,0,16.093,272.9,
2018-09-23 03:00:00,Overcast,cloudy,0.1178,0.18,rain,11.69,11.69,9.89,0.89,1013.9,3.22,6.25,32,0.98,0,16.093,273.8,
2018-09-23 04:00:00,Possible Drizzle,rain,0.18,0.25,rain,11.51,11.51,9.55,0.88,1013.7,3.52,6.71,30,0.98,0,16.093,274.8,
2018-09-23 05:00:00,Possible Drizzle,rain,0.2459,0.33,rain,11.24,11.24,9.15,0.87,1013.7,3.66,6.92,27,0.98,0,16.093,275.4,
2018-09-23 06:00:00,Possible Drizzle,rain,0.3351,0.46,rain,10.97,10.97,8.77,0.86,1013.6,3.72,7.04,26,0.98,0,16.093,276.1,
2018-09-23 07:00:00,Possible Light Rain,rain,0.4884,0.62,rain,10.47,10.47,8.24,0.86,1013.6,3.82,7.6,22,0.99,0,4.214,277.9,
2018-09-23 08:00:00,Light Rain,rain,1.0131,0.69,rain,10.09,10.09,8.01,0.87,1013.8,4.14,7.94,17,0.99,0,2.013,282.5,
2018-09-23 09:00:00,Light Rain,rain,1.9533,0.75,rain,9.84,7.53,7.97,0.88,1014.3,4.65,8.3,11,0.99,1,1.676,288.6,
2018-09-23 10:00:00,Rain,rain,2.52,0.78,rain,9.71,7.23,7.83,0.88,1014.9,4.98,8.56,5,0.99,1,1.573,295.4,
2018-09-23 11:00:00,Light Rain,rain,1.9987,0.77,rain,9.51,6.97,7.47,0.87,1016.0,5.01,8.61,358,1.0,2,0.709,302.7,
2018-09-23 12:00:00,Light Rain,rain,1.2312,0.74,rain,9.33,6.82,6.91,0.85,1017.2,4.84,8.57,349,0.99,2,0.475,310.7,
2018-09-23 13:00:00,Possible Light Rain,rain,0.7297,0.6,rain,9.84,7.48,5.85,0.76,1018.7,4.77,8.78,341,0.98,2,16.093,322.8,
2018-09-23 14:00:00,Possible Drizzle,rain,0.3398,0.29,rain,11.24,11.24,5.3,0.67,1019.6,5.17,9.32,336,0.78,2,16.093,326.1,
2018-09-23 15:00:00,Partly Cloudy,partly-cloudy-day,0.0607,0.05,rain,13.07,13.07,4.79,0.57,1020.3,5.73,10.01,333,0.5,2,16.093,326.9,
2018-09-23 16:00:00,Clear,clear-day,0.0,0.0,,13.52,13.52,4.42,0.54,1020.8,5.95,10.42,331,0.29,1,16.093,326.0,
2018-09-23 17:00:00,Clear,clear-day,0.0,0.0,,13.51,13.51,4.12,0.53,1022.0,5.75,10.31,332,0.19,1,16.093,323.2,
2018-09-23 18:00:00,Clear,clear-day,0.0,0.0,,12.8,12.8,4.0,0.55,1023.8,5.3,9.87,336,0.17,0,16.093,318.8,
2018-09-23 19:00:00,Clear,clear-night,0.0,0.0,,11.67,11.67,4.22,0.6,1025.7,4.31,8.5,338,0.15,0,16.093,314.5,
2018-09-23 20:00:00,Clear,clear-night,0.0,0.0,,10.99,10.99,4.56,0.65,1027.2,3.89,8.04,337,0.09,0,16.093,312.3,
2018-09-23 21:00:00,Clear,clear-night,0.0,0.0,,10.3,10.3,4.86,0.69,1028.6,3.5,7.63,335,0.05,0,16.093,310.9,
2018-09-23 22:00:00,Clear,clear-night,0.0,0.0,,9.72,8.1,5.15,0.73,1030.0,3.14,7.24,332,0.01,0,16.093,309.3,
2018-09-23 23:00:00,Clear,clear-night,0.0,0.0,,9.16,7.53,5.23,0.76,1031.0,2.96,6.83,326,0.0,0,16.093,307.2,
2018-09-24 00:00:00,Clear,clear-night,0.0,0.0,,8.71,7.03,5.29,0.79,1031.8,2.9,6.43,317,0.0,0,16.093,304.8,
2018-09-24 01:00:00,Clear,clear-night,0.0,0.0,,7.94,6.4,4.77,0.8,1032.8,2.47,5.21,313,0.0,0,16.093,296.8,
2018-09-24 02:00:00,Clear,clear-night,0.0,0.0,,7.38,5.69,4.7,0.83,1033.6,2.55,5.18,311,0.0,0,16.093,293.7,
2018-09-24 03:00:00,Clear,clear-night,0.0,0.0,,6.91,4.99,4.67,0.86,1034.3,2.74,5.41,310,0.0,0,16.093,290.7,
2018-09-24 04:00:00,Clear,clear-night,0.0,0.0,,6.3,4.2,4.47,0.88,1034.8,2.81,5.56,308,0.0,0,16.093,288.2,
2018-09-24 05:00:00,Clear,clear-night,0.0,0.0,,5.51,3.35,3.99,0.9,1035.3,2.68,5.5,308,0.05,0,16.093,285.7,
2018-09-24 06:00:00,Clear,clear-night,0.0,0.0,,4.78,2.68,3.55,0.92,1035.8,2.45,5.35,310,0.12,0,16.093,283.6,
2018-09-24 07:00:00,Clear,clear-day,0.0,0.0,,5.4,3.39,3.63,0.88,1036.4,2.48,6.77,310,0.19,0,16.093,281.8,
2018-09-24 08:00:00,Clear,clear-day,0.0,0.0,,6.52,4.72,4.01,0.84,1037.0,2.47,6.41,315,0.27,0,16.093,280.8,
2018-09-24 09:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,8.4,6.92,4.91,0.79,1037.5,2.51,5.74,320,0.37,1,16.093,280.6,
2018-09-24 10:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,10.17,10.17,5.52,0.73,1038.0,2.57,5.12,326,0.42,2,16.093,280.1,
2018-09-24 11:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,11.71,11.71,5.65,0.66,1038.2,2.67,4.68,330,0.37,3,16.093,279.4,
2018-09-24 12:00:00,Clear,clear-day,0.0,0.0,,13.02,13.02,5.28,0.59,1038.4,2.79,4.31,335,0.28,3,16.093,278.6,
2018-09-24 13:00:00,Clear,clear-day,0.0,0.0,,14.44,14.44,2.92,0.46,1038.8,2.28,3.53,338,0.21,4,16.093,272.2,
2018-09-24 14:00:00,Clear,clear-day,0.0,0.0,,15.36,15.36,1.66,0.4,1038.7,2.39,3.44,340,0.13,4,16.093,271.5,
2018-09-24 15:00:00,Clear,clear-day,0.0,0.0,,15.97,15.97,0.59,0.35,1038.2,2.55,3.51,341,0.04,3,16.093,271.8,
2018-09-24 16:00:00,Clear,clear-day,0.0,0.0,,15.96,15.96,0.23,0.34,1038.0,2.64,3.54,344,0.0,2,16.093,272.1,
2018-09-24 17:00:00,Clear,clear-day,0.0,0.0,,15.23,15.23,0.6,0.37,1037.9,2.44,3.46,346,0.03,1,16.093,272.4,
2018-09-24 18:00:00,Clear,clear-day,0.0,0.0,,13.71,13.71,1.07,0.42,1037.8,2.07,3.35,349,0.1,0,16.093,272.7,
2018-09-24 19:00:00,Clear,clear-night,0.0,0.0,,12.35,12.35,1.21,0.47,1038.4,1.42,2.77,358,0.24,0,16.093,270.5,
2018-09-24 20:00:00,Clear,clear-night,0.0,0.0,,11.01,11.01,0.88,0.5,1038.6,1.14,2.06,22,0.19,0,16.093,271.1,
2018-09-24 21:00:00,Clear,clear-night,0.0,0.0,,9.79,9.79,0.73,0.53,1038.8,0.98,1.2,56,0.15,0,16.093,271.8,
2018-09-24 22:00:00,Clear,clear-night,0.0,0.0,,8.79,8.79,0.6,0.56,1039.1,0.82,0.85,83,0.16,0,16.093,272.4,
2018-09-24 23:00:00,Clear,clear-night,0.0,0.0,,8.17,8.17,0.49,0.58,1039.3,0.68,0.7,108,0.16,0,16.093,272.4,
2018-09-25 00:00:00,Clear,clear-night,0.0,0.0,,7.69,7.69,0.37,0.6,1039.5,0.57,0.59,210,0.12,0,16.093,272.2,
2018-09-25 01:00:00,Clear,clear-night,0.0,0.0,,8.03,8.03,2.34,0.67,1039.7,0.91,0.96,221,0.1,0,16.093,269.7,
2018-09-25 02:00:00,Clear,clear-night,0.0,0.0,,7.26,7.26,1.91,0.69,1039.5,0.75,0.78,219,0.06,0,16.093,269.2,
2018-09-25 03:00:00,Clear,clear-night,0.0,0.0,,6.31,6.31,0.97,0.69,1039.1,0.58,0.58,214,0.02,0,16.093,268.9,
2018-09-25 04:00:00,Clear,clear-night,0.0,0.0,,5.4,5.4,0.13,0.69,1038.7,0.5,0.5,214,0.0,0,16.093,268.4,
2018-09-25 05:00:00,Clear,clear-night,0.0,0.0,,4.56,4.56,-0.35,0.7,1038.6,0.56,0.56,204,0.0,0,16.093,267.4,
2018-09-25 06:00:00,Clear,clear-night,0.0,0.0,,4.01,4.01,-0.67,0.72,1038.8,0.55,0.71,176,0.01,0,16.093,265.9,
2018-09-25 07:00:00,Clear,clear-day,0.0,0.0,,4.58,4.58,-0.3,0.71,1039.0,0.68,0.82,165,0.03,0,16.093,265.6,
2018-09-25 08:00:00,Clear,clear-day,0.0,0.0,,6.42,6.42,0.7,0.67,1039.1,0.88,1.46,165,0.03,0,16.093,265.1,
2018-09-25 09:00:00,Clear,clear-day,0.0,0.0,,9.72,9.72,2.02,0.59,1039.0,0.92,2.33,136,0.02,1,16.093,264.9,
2018-09-25 10:00:00,Clear,clear-day,0.0,0.0,,12.4,12.4,2.86,0.52,1039.3,1.2,2.97,160,0.02,2,16.093,264.4,
2018-09-25 11:00:00,Clear,clear-day,0.0,0.0,,14.21,14.21,3.59,0.49,1039.3,1.66,3.38,167,0.02,3,16.093,263.8,
2018-09-25 12:00:00,Clear,clear-day,0.0,0.0,,15.47,15.47,4.7,0.49,1038.9,2.27,3.63,178,0.04,4,16.093,263.0,
2018-09-25 13:00:00,Clear,clear-day,0.0,0.0,,16.49,16.49,5.92,0.5,1038.6,2.43,3.8,195,0.06,4,16.093,268.7,
2018-09-25 14:00:00,Clear,clear-day,0.0,0.0,,17.36,17.36,5.96,0.47,1037.9,2.76,3.89,196,0.12,4,16.093,268.0,
2018-09-25 15:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,17.9,17.9,5.62,0.44,1037.0,3.14,4.03,195,0.46,2,16.093,266.4,
2018-09-25 16:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,17.85,17.85,5.4,0.44,1036.5,3.4,4.12,191,0.42,2,16.093,264.9,
2018-09-25 17:00:00,Clear,clear-day,0.0,0.0,,17.11,17.11,5.12,0.45,1036.1,3.4,4.45,191,0.18,1,16.093,263.6,
2018-09-25 18:00:00,Clear,clear-day,0.0,0.0,,15.66,15.66,4.65,0.48,1036.2,3.22,4.68,190,0.05,0,16.093,262.2,
2018-09-25 19:00:00,Clear,clear-night,0.0,0.0,,14.02,14.02,4.04,0.51,1036.0,2.8,4.52,186,0.03,0,16.093,261.7,
2018-09-25 20:00:00,Clear,clear-night,0.0,0.0,,12.74,12.74,3.67,0.54,1036.3,2.56,4.89,187,0.03,0,16.093,260.8,
2018-09-25 21:00:00,Clear,clear-night,0.0,0.0,,11.36,11.36,3.53,0.59,1036.3,2.31,5.3,187,0.18,0,16.093,260.1,
2018-09-25 22:00:00,Clear,clear-night,0.0,0.0,,10.08,10.08,3.32,0.63,1036.5,2.1,5.38,189,0.26,0,16.093,259.5,
2018-09-25 23:00:00,Clear,clear-night,0.0,0.0,,9.09,8.18,3.08,0.66,1036.3,1.94,5.05,189,0.11,0,16.093,259.3,
2018-09-26 00:00:00,Clear,clear-night,0.0,0.0,,8.27,7.32,3.11,0.7,1036.0,1.84,4.44,186,0.04,0,16.093,259.0,
2018-09-26 01:00:00,Clear,clear-night,0.0,0.0,,8.6,7.63,4.81,0.77,1035.4,1.93,4.17,185,0.03,0,16.093,256.7,
2018-09-26 02:00:00,Clear,clear-night,0.0,0.0,,8.05,7.06,4.76,0.8,1035.0,1.84,3.83,191,0.02,0,16.093,256.5,
2018-09-26 03:00:00,Clear,clear-night,0.0,0.0,,7.43,6.56,4.47,0.82,1034.5,1.65,3.53,200,0.01,0,16.093,256.8,
2018-09-26 04:00:00,Clear,clear-night,0.0,0.0,,6.86,6.05,4.19,0.83,1034.1,1.51,3.42,210,0.0,0,16.093,256.9,
2018-09-26 05:00:00,Clear,clear-night,0.0,0.0,,6.21,5.41,3.8,0.85,1033.8,1.43,3.65,219,0.0,0,16.093,256.8,
2018-09-26 06:00:00,Clear,clear-night,0.0,0.0,,5.75,5.01,3.41,0.85,1033.8,1.34,4.07,221,0.0,0,16.093,256.5,
2018-09-26 07:00:00,Clear,clear-day,0.0,0.0,,6.06,5.18,3.2,0.82,1033.7,1.48,4.62,218,0.0,0,16.093,256.5,
2018-09-26 08:00:00,Clear,clear-day,0.0,0.0,,7.41,6.58,4.34,0.81,1033.9,1.6,4.99,224,0.01,0,16.093,255.9,
2018-09-26 09:00:00,Clear,clear-day,0.0,0.0,,10.18,10.18,6.43,0.78,1034.0,1.78,5.29,226,0.02,1,16.093,255.1,
2018-09-26 10:00:00,Clear,clear-day,0.0,0.0,,13.11,13.11,8.04,0.71,1034.1,2.2,5.41,234,0.03,2,16.093,254.3,
2018-09-26 11:00:00,Clear,clear-day,0.0,0.0,,15.55,15.55,8.35,0.62,1033.8,2.58,5.16,239,0.02,3,16.093,253.5,
2018-09-26 12:00:00,Clear,clear-day,0.0,0.0,,17.36,17.36,7.42,0.52,1033.7,2.73,4.7,241,0.02,4,16.093,252.6,
2018-09-26 13:00:00,Clear,clear-day,0.0,0.0,,19.26,19.26,5.65,0.41,1033.4,2.77,4.12,240,0.01,4,16.093,246.3,
2018-09-26 14:00:00,Clear,clear-day,0.0,0.0,,20.57,20.57,4.61,0.35,1033.0,2.82,4.09,240,0.01,4,16.093,245.3,
2018-09-26 15:00:00,Clear,clear-day,0.0,0.0,,21.4,21.4,3.85,0.32,1032.3,2.82,4.21,239,0.01,3,16.093,244.7,
2018-09-26 16:00:00,Clear,clear-day,0.0,0.0,,20.99,20.99,4.2,0.33,1031.8,2.75,4.3,237,0.0,2,16.093,244.3,
2018-09-26 17:00:00,Clear,clear-day,0.0,0.0,,20.62,20.62,4.61,0.35,1031.7,2.56,4.31,235,0.0,1,16.093,243.8,
2018-09-26 18:00:00,Clear,clear-day,0.0,0.0,,19.28,19.28,5.01,0.39,1031.6,2.21,4.33,228,0.0,0,16.093,243.3,
2018-09-26 19:00:00,Clear,clear-night,0.0,0.0,,17.62,17.62,5.57,0.45,1031.7,1.92,3.3,218,0.0,0,16.093,241.8,
2018-09-26 20:00:00,Clear,clear-night,0.0,0.0,,16.21,16.21,6.06,0.51,1031.8,1.99,3.46,217,0.0,0,16.093,241.9,
2018-09-26 21:00:00,Clear,clear-night,0.0,0.0,,14.82,14.82,6.45,0.57,1031.8,2.14,3.87,219,0.0,0,16.093,242.3,
2018-09-26 22:00:00,Clear,clear-night,0.0,0.0,,13.69,13.69,6.81,0.63,1031.9,2.1,3.95,220,0.0,0,16.093,242.9,
2018-09-26 23:00:00,Clear,clear-night,0.0,0.0,,12.82,12.82,6.85,0.67,1031.9,1.96,3.62,218,0.01,0,16.093,243.4,
2018-09-27 00:00:00,Clear,clear-night,0.0,0.0,,12.15,12.15,7.13,0.71,1031.8,1.7,3.08,212,0.0,0,16.093,244.3,
2018-09-27 01:00:00,Clear,clear-night,0.0,0.0,,12.51,12.51,8.48,0.76,1031.4,1.4,1.95,204,0.0,0,16.093,242.5,
2018-09-27 02:00:00,Clear,clear-night,0.0,0.0,,11.65,11.65,8.17,0.79,1030.9,1.37,2.09,206,0.01,0,16.093,243.0,
2018-09-27 03:00:00,Clear,clear-night,0.0,0.0,,10.49,10.49,7.55,0.82,1030.3,1.45,2.54,206,0.01,0,16.093,243.9,
2018-09-27 04:00:00,Clear,clear-night,0.0,0.0,,9.55,9.17,6.93,0.84,1029.7,1.47,2.81,207,0.02,0,16.093,244.8,
2018-09-27 05:00:00,Clear,clear-night,0.0,0.0,,8.43,8.01,6.09,0.85,1029.3,1.38,2.6,206,0.0,0,16.093,245.9,
